ai_adoption_rate,productivity_impact_score,displacement_risk_index,jobs_displaced_count,jobs_created_count,reskilling_investment_usd,avg_wage_change_pct,ai_tool_usage_hours_per_week,workforce_size,data_confidence_score,skill_category_name,skill_category_code,ai_replaceability_score,ai_augmentation_potential,median_reskilling_duration_months,typical_education_level,global_worker_share_pct,industry_name,industry_sector,automation_susceptibility,avg_ai_investment_pct_revenue,ai_adoption_stage,global_workforce_millions,primary_ai_use_case,year,quarter,year_quarter_label,period_start_date,is_pandemic_period,generative_ai_era,country_code,country_name,region,development_tier,gdp_per_capita_usd,digital_infrastructure_score,ai_policy_maturity,internet_penetration_pct,stem_graduates_per_100k
53.11,5.04,5.39,1177,989,21001.96,2.23,12.3,27112,0.744,Administrative & Clerical,ADM-CLR,48.4,66.3,8.2,Secondary education or diploma,13.0,Education,Public Services,29.4,2.96,Mature,226.1,Adaptive learning platforms,2023,4,2023-Q4,2023-10-01,False,True,ZA,South Africa,Africa,Emerging,4133385.53,48.0,Established,63.6,1393.0
9.24,7.65,4.91,620,180,100343.25,4.46,0.0,25200,0.958,Social & Interpersonal,SOC-INT,42.1,35.3,7.0,Varies by role,11.7,Aerospace & Defence,Industrial,37.9,2.35,Scaling,14.6,Predictive maintenance & simulation,2021,2,2021-Q2,2021-04-01,True,False,IN,India,Asia-Pacific,Emerging,19085020.52,47.1,Developing,56.9,693.0
19.47,2.42,3.98,7389,3368,155984.2,3.62,1.8,236433,0.776,Creative & Design,CRE-DES,39.6,74.0,9.7,Bachelor's degree or portfolio-based,11.0,Transportation & Logistics,Industrial,41.9,3.4,Piloting,36.3,Route optimisation & autonomous vehicles,2023,3,2023-Q3,2023-07-01,False,True,BR,Brazil,Latin America,Emerging,12728373.53,50.6,Established,53.6,688.0
35.84,6.31,3.67,228,199,36712.62,4.06,3.9,16666,0.943,Creative & Design,CRE-DES,39.6,74.0,9.7,Bachelor's degree or portfolio-based,11.0,Insurance,Finance,64.8,2.13,Piloting,40.7,Underwriting & claims automation,2023,1,2023-Q1,2023-01-01,False,True,ZA,South Africa,Africa,Emerging,4133385.53,48.0,Established,63.6,1393.0
23.74,6.66,2.55,1814,807,79155.0,7.72,8.4,85928,0.805,Administrative & Clerical,ADM-CLR,48.4,66.3,8.2,Secondary education or diploma,13.0,Legal Services,Professional Services,56.8,3.75,Piloting,8.6,Contract review & legal research,2022,1,2022-Q1,2022-01-01,True,False,AE,United Arab Emirates,Middle East,Developed,39190676.05,72.9,Developing,89.6,2113.0
23.09,5.36,2.98,103,84,203790.67,-4.52,4.8,3723,0.904,Managerial & Strategic,MGT-STR,29.1,65.7,7.6,Bachelor's degree plus experience,24.0,Media & Entertainment,Consumer,52.6,3.14,Scaling,176.9,Content recommendation & generation,2021,2,2021-Q2,2021-04-01,True,False,VN,Vietnam,Asia-Pacific,Emerging,9640897.23,54.9,Established,56.1,377.0
40.84,3.9,3.11,558,334,176766.47,-0.19,15.2,34217,0.961,Managerial & Strategic,MGT-STR,29.1,65.7,7.6,Bachelor's degree plus experience,24.0,Energy & Utilities,Industrial,46.8,4.73,Scaling,80.3,Grid optimisation & demand forecasting,2023,2,2023-Q2,2023-04-01,False,True,SA,Saudi Arabia,Middle East,Emerging,6933195.37,35.5,Advanced,68.4,989.0
0.5,8.42,4.34,2986,790,274435.57,1.32,4.8,95541,0.835,Technical & Digital,TEC-DIG,50.1,50.0,9.9,Bachelor's degree or certification,18.3,Healthcare,Healthcare,45.0,1.5,Piloting,22.9,Diagnostic imaging & drug discovery,2022,2,2022-Q2,2022-04-01,False,False,VN,Vietnam,Asia-Pacific,Emerging,9640897.23,54.9,Established,56.1,377.0
30.06,7.88,2.8,820,548,43658.34,-2.48,6.2,55151,0.813,Cognitive & Analytical,COG-ANL,20.9,93.1,19.6,Bachelor's degree or higher,6.9,Food & Beverage,Consumer,12.1,2.51,Mature,21.0,Quality control & supply chain forecasting,2021,4,2021-Q4,2021-10-01,True,False,VN,Vietnam,Asia-Pacific,Emerging,9640897.23,54.9,Established,56.1,377.0
48.18,7.88,2.89,595,473,70075.8,7.51,7.3,31172,0.481,Social & Interpersonal,SOC-INT,42.1,35.3,7.0,Varies by role,11.7,Aerospace & Defence,Industrial,37.9,2.35,Scaling,14.6,Predictive maintenance & simulation,2023,4,2023-Q4,2023-10-01,False,True,SA,Saudi Arabia,Middle East,Emerging,6933195.37,35.5,Advanced,68.4,989.0
17.32,8.35,3.41,3060,2164,137819.87,5.34,9.0,187377,0.873,Manual & Physical,MAN-PHY,36.9,66.1,14.9,Vocational / on-the-job training,7.9,Public Health,Healthcare,95.0,2.09,Scaling,24.8,Epidemiological modelling,2024,3,2024-Q3,2024-07-01,False,True,SE,Sweden,Europe,Developed,35693008.03,70.1,Established,84.4,1609.0
18.21,6.3,3.34,1164,600,99949.26,-3.45,,52981,0.767,Manual & Physical,MAN-PHY,36.9,66.1,14.9,Vocational / on-the-job training,7.9,Pharmaceuticals,Healthcare,65.8,5.31,Mature,47.5,Drug discovery & clinical trial matching,2022,1,2022-Q1,2022-01-01,True,False,FR,France,Europe,Developed,21084279.93,82.4,Established,78.4,2239.0
45.63,3.41,5.42,568,247,204843.9,2.12,0.9,15925,0.904,Social & Interpersonal,SOC-INT,42.1,35.3,7.0,Varies by role,11.7,Marketing & Advertising,Professional Services,19.8,1.31,Exploring,371.0,Ad targeting & content generation,2022,2,2022-Q2,2022-04-01,False,False,JP,Japan,Asia-Pacific,Developed,27613361.71,69.8,Established,99.5,1723.0
48.06,5.33,0.32,21,17,39774.14,0.75,2.8,7429,0.862,Social & Interpersonal,SOC-INT,42.1,35.3,7.0,Varies by role,11.7,Government & Public Sector,Public Services,54.9,2.5,Exploring,74.0,Citizen service automation,2023,4,2023-Q4,2023-10-01,False,True,KR,South Korea,Asia-Pacific,Developed,33377849.14,85.6,Developing,73.4,1640.0
14.75,5.14,5.39,1245,927,235309.56,0.84,2.8,30624,0.665,Administrative & Clerical,ADM-CLR,48.4,66.3,8.2,Secondary education or diploma,13.0,Transportation & Logistics,Industrial,41.9,3.4,Piloting,36.3,Route optimisation & autonomous vehicles,2022,2,2022-Q2,2022-04-01,False,False,US,United States,North America,Developed,33586746.94,65.5,Nascent,95.5,2270.0
38.65,6.89,6.07,2607,1550,132853.05,4.35,7.5,108388,0.753,Social & Interpersonal,SOC-INT,42.1,35.3,7.0,Varies by role,11.7,Manufacturing,Industrial,95.0,1.8,Piloting,116.1,Predictive maintenance & robotics,2023,3,2023-Q3,2023-07-01,False,True,GB,United Kingdom,Europe,Developed,17661249.01,79.5,Developing,84.8,1792.0
31.75,4.52,7.29,577,247,36868.2,-6.19,8.7,16194,0.983,Social & Interpersonal,SOC-INT,42.1,35.3,7.0,Varies by role,11.7,Professional Services,Professional Services,56.8,3.05,Piloting,526.2,Document automation & research synthesis,2023,3,2023-Q3,2023-07-01,False,True,ES,Spain,Europe,Developed,38799166.51,76.8,Developing,83.8,1760.0
34.05,4.24,3.84,2599,1707,76230.65,-4.22,7.9,90159,0.565,Administrative & Clerical,ADM-CLR,48.4,66.3,8.2,Secondary education or diploma,13.0,Construction,Industrial,89.5,2.48,Piloting,38.7,Site safety monitoring & design automation,2023,3,2023-Q3,2023-07-01,False,True,DE,Germany,Europe,Developed,42266884.66,87.3,Developing,88.7,2364.0
34.38,7.35,5.09,4471,1149,17204.59,3.39,4.4,110531,0.937,Managerial & Strategic,MGT-STR,29.1,65.7,7.6,Bachelor's degree plus experience,24.0,Agriculture,Primary,58.7,1.47,Exploring,15.9,Crop monitoring & yield prediction,2022,3,2022-Q3,2022-07-01,False,False,CH,Switzerland,Europe,Developed,35093239.12,66.1,Developing,66.7,1934.0
43.25,1.8,2.31,1630,1465,64330.62,1.69,12.7,183876,0.583,Manual & Physical,MAN-PHY,36.9,66.1,14.9,Vocational / on-the-job training,7.9,Education,Public Services,29.4,2.96,Mature,226.1,Adaptive learning platforms,2023,2,2023-Q2,2023-04-01,False,True,US,United States,North America,Developed,33586746.94,65.5,Nascent,95.5,2270.0
35.6,2.18,2.09,993,297,37295.41,0.51,7.6,99413,0.93,Manual Skilled Trades,TRD-SKL,79.6,66.9,4.9,Apprenticeship or vocational certification,7.2,Pharmaceuticals,Healthcare,65.8,5.31,Mature,47.5,Drug discovery & clinical trial matching,2022,4,2022-Q4,2022-10-01,False,True,SG,Singapore,Asia-Pacific,Developed,17849405.31,64.4,Developing,78.8,2049.0
21.75,4.89,3.15,478,319,38116.01,1.22,3.1,27048,0.799,Technical & Digital,TEC-DIG,50.1,50.0,9.9,Bachelor's degree or certification,18.3,Manufacturing,Industrial,95.0,1.8,Piloting,116.1,Predictive maintenance & robotics,2021,4,2021-Q4,2021-10-01,True,False,SA,Saudi Arabia,Middle East,Emerging,6933195.37,35.5,Advanced,68.4,989.0
13.39,4.99,5.91,1702,599,28064.56,11.15,1.9,47916,0.735,Technical & Digital,TEC-DIG,50.1,50.0,9.9,Bachelor's degree or certification,18.3,Agriculture,Primary,58.7,1.47,Exploring,15.9,Crop monitoring & yield prediction,2022,3,2022-Q3,2022-07-01,False,False,CA,Canada,North America,Developed,40026686.31,84.5,Developing,81.3,1916.0
35.63,2.73,4.02,1350,519,4748.43,1.08,16.1,51804,0.802,Cognitive & Analytical,COG-ANL,20.9,93.1,19.6,Bachelor's degree or higher,6.9,Manufacturing,Industrial,95.0,1.8,Piloting,116.1,Predictive maintenance & robotics,2024,3,2024-Q3,2024-07-01,False,True,DE,Germany,Europe,Developed,42266884.66,87.3,Developing,88.7,2364.0
19.28,1.76,1.9,354,176,20351.93,4.71,0.0,36768,0.955,Managerial & Strategic,MGT-STR,29.1,65.7,7.6,Bachelor's degree plus experience,24.0,Real Estate,Finance,73.3,1.4,Exploring,56.1,Property valuation & market analysis,2021,3,2021-Q3,2021-07-01,True,False,AU,Australia,Asia-Pacific,Developed,32450639.81,88.5,Nascent,90.2,2139.0
25.88,5.54,2.15,234,61,166420.6,-3.55,3.6,20167,0.805,Cognitive & Analytical,COG-ANL,20.9,93.1,19.6,Bachelor's degree or higher,6.9,Healthcare,Healthcare,45.0,1.5,Piloting,22.9,Diagnostic imaging & drug discovery,2022,3,2022-Q3,2022-07-01,False,False,PL,Poland,Europe,Emerging,6965571.8,67.6,Developing,58.4,1469.0
7.42,5.61,2.24,178,90,20329.87,-4.86,0.0,22107,0.707,Administrative & Clerical,ADM-CLR,48.4,66.3,8.2,Secondary education or diploma,13.0,Financial Services,Finance,53.9,6.58,Exploring,61.4,Fraud detection & algorithmic trading,2021,4,2021-Q4,2021-10-01,True,False,NL,Netherlands,Europe,Developed,36126754.52,72.4,Established,88.1,2040.0
14.77,2.26,9.09,207,145,14105.8,7.59,11.0,5356,0.981,Cognitive & Analytical,COG-ANL,20.9,93.1,19.6,Bachelor's degree or higher,6.9,Energy & Utilities,Industrial,46.8,4.73,Scaling,80.3,Grid optimisation & demand forecasting,2021,4,2021-Q4,2021-10-01,True,False,EG,Egypt,Middle East,Emerging,9346417.78,69.6,Advanced,50.1,780.0
41.1,6.29,4.85,837,488,100334.8,5.5,9.3,24850,0.834,Manual & Physical,MAN-PHY,36.9,66.1,14.9,Vocational / on-the-job training,7.9,Retail & E-commerce,Consumer,73.6,3.3,Piloting,47.4,Demand forecasting & personalisation,2023,2,2023-Q2,2023-04-01,False,True,ZA,South Africa,Africa,Emerging,4133385.53,48.0,Established,63.6,1393.0
53.39,6.29,4.62,6605,3683,676433.18,2.02,5.4,153226,0.593,Administrative & Clerical,ADM-CLR,48.4,66.3,8.2,Secondary education or diploma,13.0,Food & Beverage,Consumer,12.1,2.51,Mature,21.0,Quality control & supply chain forecasting,2024,1,2024-Q1,2024-01-01,False,True,ZA,South Africa,Africa,Emerging,4133385.53,48.0,Established,63.6,1393.0
37.22,5.42,2.75,8395,3098,102104.36,-7.51,3.8,634525,0.93,Manual Skilled Trades,TRD-SKL,79.6,66.9,4.9,Apprenticeship or vocational certification,7.2,Aerospace & Defence,Industrial,37.9,2.35,Scaling,14.6,Predictive maintenance & simulation,2022,4,2022-Q4,2022-10-01,False,True,GB,United Kingdom,Europe,Developed,17661249.01,79.5,Developing,84.8,1792.0
11.63,5.02,2.59,226,70,25715.85,-5.54,3.3,11006,0.898,Manual & Physical,MAN-PHY,36.9,66.1,14.9,Vocational / on-the-job training,7.9,Mining & Resources,Primary,61.3,4.97,Scaling,28.3,Autonomous extraction & exploration,2022,1,2022-Q1,2022-01-01,True,False,AU,Australia,Asia-Pacific,Developed,32450639.81,88.5,Nascent,90.2,2139.0
48.42,7.05,4.85,978,588,34624.16,-1.3,2.6,26721,0.923,Social & Interpersonal,SOC-INT,42.1,35.3,7.0,Varies by role,11.7,Agriculture,Primary,58.7,1.47,Exploring,15.9,Crop monitoring & yield prediction,2023,3,2023-Q3,2023-07-01,False,True,TH,Thailand,Asia-Pacific,Emerging,6556439.11,54.8,Established,62.2,1901.0
28.34,6.7,2.84,2903,2279,19354.94,2.64,9.6,122270,0.664,Creative & Design,CRE-DES,39.6,74.0,9.7,Bachelor's degree or portfolio-based,11.0,Public Health,Healthcare,95.0,2.09,Scaling,24.8,Epidemiological modelling,2023,1,2023-Q1,2023-01-01,False,True,SA,Saudi Arabia,Middle East,Emerging,6933195.37,35.5,Advanced,68.4,989.0
26.27,7.83,4.92,1941,1377,123283.51,0.99,11.8,49402,0.864,Technical & Digital,TEC-DIG,50.1,50.0,9.9,Bachelor's degree or certification,18.3,Media & Entertainment,Consumer,52.6,3.14,Scaling,176.9,Content recommendation & generation,2023,3,2023-Q3,2023-07-01,False,True,NG,Nigeria,Africa,Emerging,11129326.1,47.8,Developing,57.4,1529.0
16.41,3.73,2.27,327,268,127428.79,-4.01,4.9,16771,0.913,Managerial & Strategic,MGT-STR,29.1,65.7,7.6,Bachelor's degree plus experience,24.0,Education,Public Services,29.4,2.96,Mature,226.1,Adaptive learning platforms,2023,2,2023-Q2,2023-04-01,False,True,AU,Australia,Asia-Pacific,Developed,32450639.81,88.5,Nascent,90.2,2139.0
28.3,5.15,4.38,866,692,28242.42,0.83,5.9,30290,0.78,Managerial & Strategic,MGT-STR,29.1,65.7,7.6,Bachelor's degree plus experience,24.0,Automotive,Industrial,50.5,3.07,Exploring,64.0,Autonomous driving & quality control,2023,3,2023-Q3,2023-07-01,False,True,IT,Italy,Europe,Developed,16666483.59,62.1,Established,78.0,2000.0
10.42,6.64,4.95,3210,1947,86860.39,2.6,6.2,102639,0.758,Cognitive & Analytical,COG-ANL,20.9,93.1,19.6,Bachelor's degree or higher,6.9,Education,Public Services,29.4,2.96,Mature,226.1,Adaptive learning platforms,2021,1,2021-Q1,2021-01-01,True,False,ZA,South Africa,Africa,Emerging,4133385.53,48.0,Established,63.6,1393.0
16.68,1.07,3.76,763,398,20322.06,-2.21,0.0,30068,0.855,Creative & Design,CRE-DES,39.6,74.0,9.7,Bachelor's degree or portfolio-based,11.0,Mining & Resources,Primary,61.3,4.97,Scaling,28.3,Autonomous extraction & exploration,2022,3,2022-Q3,2022-07-01,False,False,AE,United Arab Emirates,Middle East,Developed,39190676.05,72.9,Developing,89.6,2113.0
32.81,7.55,4.16,361,304,263296.67,11.74,6.7,13603,0.698,Manual Skilled Trades,TRD-SKL,79.6,66.9,4.9,Apprenticeship or vocational certification,7.2,Marketing & Advertising,Professional Services,19.8,1.31,Exploring,371.0,Ad targeting & content generation,2023,3,2023-Q3,2023-07-01,False,True,SE,Sweden,Europe,Developed,35693008.03,70.1,Established,84.4,1609.0
44.11,5.06,5.33,1003,272,62493.44,4.99,0.0,44583,0.873,Technical & Digital,TEC-DIG,50.1,50.0,9.9,Bachelor's degree or certification,18.3,Legal Services,Professional Services,56.8,3.75,Piloting,8.6,Contract review & legal research,2024,2,2024-Q2,2024-04-01,False,True,IE,Ireland,Europe,Developed,25181304.06,70.7,Advanced,86.6,2333.0
45.66,3.88,2.98,1588,948,38038.37,-1.41,9.1,140411,0.648,Technical & Digital,TEC-DIG,50.1,50.0,9.9,Bachelor's degree or certification,18.3,Financial Services,Finance,53.9,6.58,Exploring,61.4,Fraud detection & algorithmic trading,2022,4,2022-Q4,2022-10-01,False,True,PL,Poland,Europe,Emerging,6965571.8,67.6,Developing,58.4,1469.0
15.01,3.55,6.23,622,235,25119.06,-1.24,7.3,14474,0.797,Social & Interpersonal,SOC-INT,42.1,35.3,7.0,Varies by role,11.7,Energy & Utilities,Industrial,46.8,4.73,Scaling,80.3,Grid optimisation & demand forecasting,2021,3,2021-Q3,2021-07-01,True,False,VN,Vietnam,Asia-Pacific,Emerging,9640897.23,54.9,Established,56.1,377.0
41.99,4.74,7.04,184,129,84875.51,-6.3,5.1,3986,0.939,Social & Interpersonal,SOC-INT,42.1,35.3,7.0,Varies by role,11.7,Mining & Resources,Primary,61.3,4.97,Scaling,28.3,Autonomous extraction & exploration,2023,1,2023-Q1,2023-01-01,False,True,PH,Philippines,Asia-Pacific,Emerging,5380846.61,54.2,Developing,64.2,1780.0
56.73,7.6,5.11,364,143,17169.46,0.48,,7346,0.761,Social & Interpersonal,SOC-INT,42.1,35.3,7.0,Varies by role,11.7,Retail & E-commerce,Consumer,73.6,3.3,Piloting,47.4,Demand forecasting & personalisation,2023,1,2023-Q1,2023-01-01,False,True,JP,Japan,Asia-Pacific,Developed,27613361.71,69.8,Established,99.5,1723.0
39.03,4.01,2.06,133,64,6438.99,-2.04,10.7,19671,0.532,Technical & Digital,TEC-DIG,50.1,50.0,9.9,Bachelor's degree or certification,18.3,Aerospace & Defence,Industrial,37.9,2.35,Scaling,14.6,Predictive maintenance & simulation,2024,1,2024-Q1,2024-01-01,False,True,SG,Singapore,Asia-Pacific,Developed,17849405.31,64.4,Developing,78.8,2049.0
12.85,4.04,8.44,3669,901,26787.41,7.25,0.0,121036,0.98,Manual Skilled Trades,TRD-SKL,79.6,66.9,4.9,Apprenticeship or vocational certification,7.2,Food & Beverage,Consumer,12.1,2.51,Mature,21.0,Quality control & supply chain forecasting,2021,3,2021-Q3,2021-07-01,True,False,GB,United Kingdom,Europe,Developed,17661249.01,79.5,Developing,84.8,1792.0
45.57,9.74,6.98,721,423,424542.09,-0.05,6.6,26667,0.85,Managerial & Strategic,MGT-STR,29.1,65.7,7.6,Bachelor's degree plus experience,24.0,Pharmaceuticals,Healthcare,65.8,5.31,Mature,47.5,Drug discovery & clinical trial matching,2022,4,2022-Q4,2022-10-01,False,True,CA,Canada,North America,Developed,40026686.31,84.5,Developing,81.3,1916.0
54.93,6.45,7.64,1529,895,6936680.88,-3.87,4.1,22839,0.611,Social & Interpersonal,SOC-INT,42.1,35.3,7.0,Varies by role,11.7,Information Technology,Technology,51.8,1.62,Scaling,12.1,Predictive analytics & code generation,2023,2,2023-Q2,2023-04-01,False,True,CA,Canada,North America,Developed,40026686.31,84.5,Developing,81.3,1916.0
27.87,3.58,7.02,3889,827,132447.34,1.15,4.7,158766,0.928,Manual Skilled Trades,TRD-SKL,79.6,66.9,4.9,Apprenticeship or vocational certification,7.2,Public Health,Healthcare,95.0,2.09,Scaling,24.8,Epidemiological modelling,2021,2,2021-Q2,2021-04-01,True,False,IN,India,Asia-Pacific,Emerging,19085020.52,47.1,Developing,56.9,693.0
41.11,5.45,4.63,1312,325,69701.42,-0.45,8.2,66235,0.525,Creative & Design,CRE-DES,39.6,74.0,9.7,Bachelor's degree or portfolio-based,11.0,Automotive,Industrial,50.5,3.07,Exploring,64.0,Autonomous driving & quality control,2024,4,2024-Q4,2024-10-01,False,True,SE,Sweden,Europe,Developed,35693008.03,70.1,Established,84.4,1609.0
12.83,6.08,6.44,844,516,53056.73,-2.1,3.7,20740,0.957,Administrative & Clerical,ADM-CLR,48.4,66.3,8.2,Secondary education or diploma,13.0,Automotive,Industrial,50.5,3.07,Exploring,64.0,Autonomous driving & quality control,2021,4,2021-Q4,2021-10-01,True,False,ES,Spain,Europe,Developed,38799166.51,76.8,Developing,83.8,1760.0
43.51,4.73,5.73,818,292,615988.45,-9.93,9.3,27244,0.566,Social & Interpersonal,SOC-INT,42.1,35.3,7.0,Varies by role,11.7,Retail & E-commerce,Consumer,73.6,3.3,Piloting,47.4,Demand forecasting & personalisation,2023,4,2023-Q4,2023-10-01,False,True,IN,India,Asia-Pacific,Emerging,19085020.52,47.1,Developing,56.9,693.0
43.79,4.62,1.05,57,41,177444.55,0.32,4.2,12850,0.92,Cognitive & Analytical,COG-ANL,20.9,93.1,19.6,Bachelor's degree or higher,6.9,Transportation & Logistics,Industrial,41.9,3.4,Piloting,36.3,Route optimisation & autonomous vehicles,2024,1,2024-Q1,2024-01-01,False,True,SE,Sweden,Europe,Developed,35693008.03,70.1,Established,84.4,1609.0
38.14,5.5,4.72,7098,5108,150872.23,1.67,6.7,446861,0.84,Technical & Digital,TEC-DIG,50.1,50.0,9.9,Bachelor's degree or certification,18.3,Hospitality & Tourism,Consumer,38.1,1.48,Scaling,24.8,Dynamic pricing & guest personalisation,2024,3,2024-Q3,2024-07-01,False,True,IL,Israel,Middle East,Developed,19806557.87,81.8,Developing,96.4,2798.0
80.33,4.07,4.4,105,38,55535.91,6.2,8.2,6034,0.636,Technical & Digital,TEC-DIG,50.1,50.0,9.9,Bachelor's degree or certification,18.3,Retail & E-commerce,Consumer,73.6,3.3,Piloting,47.4,Demand forecasting & personalisation,2023,2,2023-Q2,2023-04-01,False,True,IT,Italy,Europe,Developed,16666483.59,62.1,Established,78.0,2000.0
26.08,3.79,4.5,849,711,6973.04,6.55,2.2,20638,0.747,Social & Interpersonal,SOC-INT,42.1,35.3,7.0,Varies by role,11.7,Aerospace & Defence,Industrial,37.9,2.35,Scaling,14.6,Predictive maintenance & simulation,2021,4,2021-Q4,2021-10-01,True,False,PH,Philippines,Asia-Pacific,Emerging,5380846.61,54.2,Developing,64.2,1780.0
45.27,5.1,1.9,545,126,37201.07,5.3,5.2,40405,0.75,Technical & Digital,TEC-DIG,50.1,50.0,9.9,Bachelor's degree or certification,18.3,Marketing & Advertising,Professional Services,19.8,1.31,Exploring,371.0,Ad targeting & content generation,2023,3,2023-Q3,2023-07-01,False,True,NL,Netherlands,Europe,Developed,36126754.52,72.4,Established,88.1,2040.0
7.39,7.44,5.1,1124,256,13080.49,-1.15,2.5,29289,0.99,Creative & Design,CRE-DES,39.6,74.0,9.7,Bachelor's degree or portfolio-based,11.0,Retail & E-commerce,Consumer,73.6,3.3,Piloting,47.4,Demand forecasting & personalisation,2023,3,2023-Q3,2023-07-01,False,True,NL,Netherlands,Europe,Developed,36126754.52,72.4,Established,88.1,2040.0
19.46,9.39,4.83,1172,470,60200.59,0.22,,64201,0.675,Managerial & Strategic,MGT-STR,29.1,65.7,7.6,Bachelor's degree plus experience,24.0,Real Estate,Finance,73.3,1.4,Exploring,56.1,Property valuation & market analysis,2024,1,2024-Q1,2024-01-01,False,True,SA,Saudi Arabia,Middle East,Emerging,6933195.37,35.5,Advanced,68.4,989.0
21.73,6.0,4.33,660,344,92685.83,-0.6,4.1,20799,0.766,Cognitive & Analytical,COG-ANL,20.9,93.1,19.6,Bachelor's degree or higher,6.9,Telecommunications,Technology,32.9,1.74,Mature,97.4,Network optimisation & customer service bots,2022,4,2022-Q4,2022-10-01,False,True,IE,Ireland,Europe,Developed,25181304.06,70.7,Advanced,86.6,2333.0
14.23,8.36,3.93,1778,1305,31987.23,7.06,7.6,88938,0.705,Managerial & Strategic,MGT-STR,29.1,65.7,7.6,Bachelor's degree plus experience,24.0,Government & Public Sector,Public Services,54.9,2.5,Exploring,74.0,Citizen service automation,2024,3,2024-Q3,2024-07-01,False,True,TH,Thailand,Asia-Pacific,Emerging,6556439.11,54.8,Established,62.2,1901.0
23.95,6.96,4.54,235,126,92124.53,-5.95,8.4,6845,0.744,Manual Skilled Trades,TRD-SKL,79.6,66.9,4.9,Apprenticeship or vocational certification,7.2,Automotive,Industrial,50.5,3.07,Exploring,64.0,Autonomous driving & quality control,2023,3,2023-Q3,2023-07-01,False,True,GB,United Kingdom,Europe,Developed,17661249.01,79.5,Developing,84.8,1792.0
24.53,6.17,0.0,0,0,24317.29,3.41,6.6,34731,0.934,Administrative & Clerical,ADM-CLR,48.4,66.3,8.2,Secondary education or diploma,13.0,Marketing & Advertising,Professional Services,19.8,1.31,Exploring,371.0,Ad targeting & content generation,2022,4,2022-Q4,2022-10-01,False,True,ZA,South Africa,Africa,Emerging,4133385.53,48.0,Established,63.6,1393.0
26.26,10.0,2.96,676,211,162137.12,1.26,6.3,26334,0.712,Social & Interpersonal,SOC-INT,42.1,35.3,7.0,Varies by role,11.7,Automotive,Industrial,50.5,3.07,Exploring,64.0,Autonomous driving & quality control,2021,1,2021-Q1,2021-01-01,True,False,AE,United Arab Emirates,Middle East,Developed,39190676.05,72.9,Developing,89.6,2113.0
6.56,6.1,2.7,5368,1356,192215.71,2.66,0.7,309509,0.836,Administrative & Clerical,ADM-CLR,48.4,66.3,8.2,Secondary education or diploma,13.0,Retail & E-commerce,Consumer,73.6,3.3,Piloting,47.4,Demand forecasting & personalisation,2022,2,2022-Q2,2022-04-01,False,False,PH,Philippines,Asia-Pacific,Emerging,5380846.61,54.2,Developing,64.2,1780.0
38.83,4.22,7.59,345,120,972292.0,-2.57,3.9,10295,0.922,Cognitive & Analytical,COG-ANL,20.9,93.1,19.6,Bachelor's degree or higher,6.9,Food & Beverage,Consumer,12.1,2.51,Mature,21.0,Quality control & supply chain forecasting,2023,3,2023-Q3,2023-07-01,False,True,ZA,South Africa,Africa,Emerging,4133385.53,48.0,Established,63.6,1393.0
31.0,2.52,6.37,180,158,791783.12,4.87,3.0,7561,0.8,Creative & Design,CRE-DES,39.6,74.0,9.7,Bachelor's degree or portfolio-based,11.0,Marketing & Advertising,Professional Services,19.8,1.31,Exploring,371.0,Ad targeting & content generation,2023,3,2023-Q3,2023-07-01,False,True,IT,Italy,Europe,Developed,16666483.59,62.1,Established,78.0,2000.0
39.28,7.41,5.82,1621,448,25006.26,2.93,6.0,29985,0.934,Technical & Digital,TEC-DIG,50.1,50.0,9.9,Bachelor's degree or certification,18.3,Legal Services,Professional Services,56.8,3.75,Piloting,8.6,Contract review & legal research,2022,4,2022-Q4,2022-10-01,False,True,SG,Singapore,Asia-Pacific,Developed,17849405.31,64.4,Developing,78.8,2049.0
38.04,7.32,4.78,6584,1321,158933.01,-2.62,3.6,312724,0.592,Manual Skilled Trades,TRD-SKL,79.6,66.9,4.9,Apprenticeship or vocational certification,7.2,Insurance,Finance,64.8,2.13,Piloting,40.7,Underwriting & claims automation,2021,1,2021-Q1,2021-01-01,True,False,ID,Indonesia,Asia-Pacific,Emerging,7463837.54,40.6,Developing,58.6,1520.0
45.91,5.54,0.0,0,0,359849.9,-1.55,4.1,161360,0.646,Manual & Physical,MAN-PHY,36.9,66.1,14.9,Vocational / on-the-job training,7.9,Telecommunications,Technology,32.9,1.74,Mature,97.4,Network optimisation & customer service bots,2024,2,2024-Q2,2024-04-01,False,True,EG,Egypt,Middle East,Emerging,9346417.78,69.6,Advanced,50.1,780.0
20.4,6.79,2.73,722,478,115097.46,-12.33,7.1,53219,0.927,Administrative & Clerical,ADM-CLR,48.4,66.3,8.2,Secondary education or diploma,13.0,Construction,Industrial,89.5,2.48,Piloting,38.7,Site safety monitoring & design automation,2024,1,2024-Q1,2024-01-01,False,True,FR,France,Europe,Developed,21084279.93,82.4,Established,78.4,2239.0
42.36,6.38,6.29,2223,825,53089.94,4.92,5.3,56112,0.719,Creative & Design,CRE-DES,39.6,74.0,9.7,Bachelor's degree or portfolio-based,11.0,Professional Services,Professional Services,56.8,3.05,Piloting,526.2,Document automation & research synthesis,2023,4,2023-Q4,2023-10-01,False,True,KR,South Korea,Asia-Pacific,Developed,33377849.14,85.6,Developing,73.4,1640.0
